TSNE1,TSNE2,cluster_id,cluster_name,email_id,subject
58.47147,-62.7532,2,Événements archivistiques,75,Email 71
58.825996,-62.29944,2,Événements archivistiques,76,Email 72
58.606632,-62.19681,2,Événements archivistiques,77,Email 73
58.682762,-62.19377,2,Événements archivistiques,78,Email 74
56.759323,-62.65135,3,Échanges informels,79,Email 75
58.758747,-61.967903,2,Événements archivistiques,80,Email 76
56.083153,-62.339954,4,Informations diverses,81,Email 77
56.292027,-62.336357,2,Événements archivistiques,82,Email 78
57.53368,-62.15391,2,Événements archivistiques,83,Email 79
56.281033,-61.563225,2,Événements archivistiques,84,Email 80
56.39387,-61.296143,3,Échanges informels,85,Email 81
58.419415,-61.64887,2,Événements archivistiques,86,Email 82
58.58419,-61.46567,6,Gestion association,87,Email 83
56.30867,-61.563416,3,Échanges informels,88,Email 84
59.225872,-60.9787,6,Gestion association,89,Email 85
58.94218,-60.948086,6,Gestion association,90,Email 86
58.08775,-61.18422,5,Discussions internes,91,Email 87
58.692787,-61.134636,6,Gestion association,92,Email 88
57.176228,-62.42411,5,Discussions internes,93,Email 89
56.023216,-61.563587,5,Discussions internes,94,Email 90
56.848484,-61.73932,5,Discussions internes,95,Email 91
58.989574,-61.037655,6,Gestion association,96,Email 92
57.26005,-62.474747,5,Discussions internes,97,Email 93
55.784073,-61.360085,4,Informations diverses,98,Email 94
58.917183,-60.833992,6,Gestion association,99,Email 95
59.434135,-60.525085,6,Gestion association,100,Email 96
59.091583,-60.579067,6,Gestion association,101,Email 97
59.365,-60.40389,6,Gestion association,102,Email 98
59.942074,-60.549526,6,Gestion association,103,Email 99
59.35035,-60.55692,6,Gestion association,104,Email 100
59.40839,-60.36617,6,Gestion association,105,Email 101
60.302578,-61.174297,6,Gestion association,106,Email 102
60.33849,-60.176647,6,Gestion association,107,Email 103
60.238388,-60.235306,6,Gestion association,108,Email 104
59.535885,-60.16856,6,Gestion association,109,Email 105
59.419697,-60.419254,6,Gestion association,110,Email 106
60.907608,-60.33696,6,Gestion association,111,Email 107
59.54093,-60.097076,6,Gestion association,112,Email 108
59.95572,-60.701237,6,Gestion association,113,Email 109
59.812695,-59.954536,6,Gestion association,114,Email 110
59.592323,-59.76219,6,Gestion association,115,Email 111
59.143383,-59.21575,6,Gestion association,116,Email 112
59.02318,-59.138386,6,Gestion association,117,Email 113
59.09994,-58.999928,6,Gestion association,118,Email 114
59.240147,-58.989925,6,Gestion association,119,Email 115
60.317657,-59.22681,6,Gestion association,120,Email 116
59.251083,-58.93485,6,Gestion association,121,Email 117
57.02055,-56.8718,3,Échanges informels,122,Email 118
57.16596,-58.587814,5,Discussions internes,123,Email 119
59.16543,-58.83723,6,Gestion association,124,Email 120
56.884117,-58.224586,5,Discussions internes,125,Email 121
56.24484,-57.973225,4,Informations diverses,126,Email 122
57.83788,-57.213886,5,Discussions internes,127,Email 123
57.900272,-57.28257,5,Discussions internes,128,Email 124
58.91899,-58.574944,6,Gestion association,129,Email 125
57.500927,-58.898193,5,Discussions internes,130,Email 126
58.973694,-58.685207,6,Gestion association,131,Email 127
57.652905,-57.18035,5,Discussions internes,132,Email 128
56.871895,-58.090244,5,Discussions internes,133,Email 129
58.82681,-58.082012,5,Discussions internes,134,Email 130
57.97146,-57.94363,5,Discussions internes,135,Email 131
58.8132,-57.973232,5,Discussions internes,136,Email 132
58.84721,-57.999165,5,Discussions internes,137,Email 133
58.720776,-57.654552,5,Discussions internes,138,Email 134
58.91757,-57.51987,5,Discussions internes,139,Email 135
42.300125,-69.84603,2,Événements archivistiques,140,Email 136
41.4662,-69.23719,4,Informations diverses,141,Email 137
42.39219,-70.11061,2,Événements archivistiques,142,Email 138
42.213837,-69.71922,4,Informations diverses,143,Email 139
42.01567,-69.29289,4,Informations diverses,144,Email 140
42.616814,-69.93578,2,Événements archivistiques,145,Email 141
42.95748,-70.03553,2,Événements archivistiques,146,Email 142
42.4382,-69.11635,4,Informations diverses,147,Email 143
43.27699,-70.052246,2,Événements archivistiques,148,Email 144
41.448574,-68.82991,4,Informations diverses,149,Email 145
43.463978,-70.071236,2,Événements archivistiques,150,Email 146
43.342823,-70.008125,2,Événements archivistiques,151,Email 147
43.651306,-70.02623,2,Événements archivistiques,152,Email 148
40.98909,-68.45763,3,Échanges informels,153,Email 149
43.48043,-69.79009,2,Événements archivistiques,154,Email 150
43.20916,-69.147736,4,Informations diverses,155,Email 151
42.368057,-69.06073,4,Informations diverses,156,Email 152
43.913155,-70.11243,2,Événements archivistiques,157,Email 153
40.950684,-68.45981,3,Échanges informels,158,Email 154
43.545506,-69.61364,2,Événements archivistiques,159,Email 155
44.081024,-70.02706,2,Événements archivistiques,160,Email 156
44.246464,-70.11498,2,Événements archivistiques,161,Email 157
44.079975,-69.105545,2,Événements archivistiques,162,Email 158
44.131413,-69.18707,2,Événements archivistiques,163,Email 159
44.29354,-70.09173,2,Événements archivistiques,164,Email 160
46.528877,-69.63504,6,Gestion association,165,Email 161
45.344635,-70.04985,6,Gestion association,166,Email 162
46.459564,-69.714714,6,Gestion association,167,Email 163
46.59051,-68.95133,2,Événements archivistiques,168,Email 164
46.693607,-68.38976,2,Événements archivistiques,169,Email 165
45.752335,-69.61429,2,Événements archivistiques,170,Email 166
46.373695,-69.83307,6,Gestion association,171,Email 167
47.046303,-69.41808,6,Gestion association,172,Email 168
47.201263,-69.706154,6,Gestion association,173,Email 169
47.421116,-69.851875,6,Gestion association,174,Email 170
46.392338,-68.883934,5,Discussions internes,175,Email 171
47.342903,-69.86918,6,Gestion association,176,Email 172
47.383724,-69.79859,6,Gestion association,177,Email 173
45.734768,-67.52174,3,Échanges informels,178,Email 174
46.00724,-69.178,2,Événements archivistiques,179,Email 175
46.714096,-69.93418,6,Gestion association,180,Email 176
47.63513,-69.81653,6,Gestion association,181,Email 177
47.621204,-69.823814,6,Gestion association,182,Email 178
46.802452,-69.89022,6,Gestion association,183,Email 179
46.01036,-69.588135,2,Événements archivistiques,184,Email 180
46.998795,-70.58034,6,Gestion association,185,Email 181
46.39609,-70.3888,5,Discussions internes,186,Email 182
47.63634,-70.13972,6,Gestion association,187,Email 183
47.447926,-70.309845,6,Gestion association,188,Email 184
48.283806,-70.39479,6,Gestion association,189,Email 185
48.5486,-70.91195,6,Gestion association,190,Email 186
47.82903,-70.356834,6,Gestion association,191,Email 187
46.18454,-71.47838,5,Discussions internes,192,Email 188
46.139133,-71.61564,2,Événements archivistiques,193,Email 189
46.157757,-71.055,5,Discussions internes,194,Email 190
48.824978,-71.46516,6,Gestion association,195,Email 191
46.668213,-71.71644,5,Discussions internes,196,Email 192
48.559113,-71.552536,6,Gestion association,197,Email 193
42.908073,-66.4427,4,Informations diverses,198,Email 194
47.88859,-71.2771,6,Gestion association,199,Email 195
46.996258,-72.02395,5,Discussions internes,200,Email 196
47.880825,-71.378494,6,Gestion association,201,Email 197
47.50223,-71.74643,5,Discussions internes,202,Email 198
47.5305,-72.052574,5,Discussions internes,203,Email 199
47.763924,-71.67741,6,Gestion association,204,Email 200
47.58886,-72.29655,5,Discussions internes,205,Email 201
47.566597,-72.27087,5,Discussions internes,206,Email 202
42.875896,-66.47522,4,Informations diverses,207,Email 203
47.76657,-71.955055,5,Discussions internes,208,Email 204
47.50095,-72.8027,5,Discussions internes,209,Email 205
70.777695,-16.617777,2,Événements archivistiques,210,Email 206
71.00247,-16.824717,6,Gestion association,211,Email 207
69.62975,-17.999796,2,Événements archivistiques,212,Email 208
71.16872,-17.21572,6,Gestion association,213,Email 209
70.906296,-17.346376,2,Événements archivistiques,214,Email 210
70.8803,-17.180214,2,Événements archivistiques,215,Email 211
70.205086,-18.135395,2,Événements archivistiques,216,Email 212
70.21217,-18.243116,2,Événements archivistiques,217,Email 213
71.34733,-17.232365,6,Gestion association,218,Email 214
69.91006,-18.208395,2,Événements archivistiques,219,Email 215
71.26085,-17.254295,6,Gestion association,220,Email 216
69.86695,-18.285719,2,Événements archivistiques,221,Email 217
71.25445,-17.178392,2,Événements archivistiques,222,Email 218
71.81447,-17.10451,6,Gestion association,223,Email 219
69.91779,-18.411806,4,Informations diverses,224,Email 220
71.83719,-17.112803,6,Gestion association,225,Email 221
72.037994,-17.00389,6,Gestion association,226,Email 222
69.58386,-18.880377,4,Informations diverses,227,Email 223
71.948555,-17.163433,6,Gestion association,228,Email 224
72.16158,-16.923275,6,Gestion association,229,Email 225
72.34782,-17.089403,6,Gestion association,230,Email 226
72.434006,-17.059826,6,Gestion association,231,Email 227
73.05116,-16.94674,6,Gestion association,232,Email 228
73.20246,-18.317812,2,Événements archivistiques,233,Email 229
73.60914,-17.908863,6,Gestion association,234,Email 230
9.539275,-26.707577,4,Informations diverses,235,Email 231
73.54499,-17.675667,6,Gestion association,236,Email 232
74.81298,-18.04154,6,Gestion association,237,Email 233
74.149216,-17.42475,6,Gestion association,238,Email 234
74.08456,-17.462282,6,Gestion association,239,Email 235
74.33639,-18.034044,6,Gestion association,240,Email 236
74.112144,-17.3996,6,Gestion association,241,Email 237
74.41346,-19.094593,5,Discussions internes,242,Email 238
74.18134,-17.472036,6,Gestion association,243,Email 239
74.030136,-17.622105,6,Gestion association,244,Email 240
74.35225,-18.724531,5,Discussions internes,245,Email 241
74.297775,-17.33651,6,Gestion association,246,Email 242
74.44913,-18.900215,5,Discussions internes,247,Email 243
74.3698,-18.586151,5,Discussions internes,248,Email 244
4.622082,10.143155,4,Informations diverses,249,Email 245
74.344795,-17.538197,6,Gestion association,250,Email 246
18.312647,-3.208044,2,Événements archivistiques,280,Email 247
17.715351,-3.1333199,2,Événements archivistiques,281,Email 248
17.37,-2.616154,2,Événements archivistiques,282,Email 249
17.632626,-3.0982447,2,Événements archivistiques,283,Email 250
17.57028,-3.3900647,2,Événements archivistiques,284,Email 251
17.704473,-3.1409075,2,Événements archivistiques,285,Email 252
17.678907,-2.989124,2,Événements archivistiques,286,Email 253
17.63919,-3.2112439,2,Événements archivistiques,287,Email 254
17.466711,-3.0021346,2,Événements archivistiques,288,Email 255
17.319729,-2.7564507,2,Événements archivistiques,289,Email 256
17.287981,-2.601403,2,Événements archivistiques,290,Email 257
17.38134,-3.4505875,4,Informations diverses,291,Email 258
17.35559,-3.8080761,2,Événements archivistiques,292,Email 259
17.202465,-4.269024,4,Informations diverses,293,Email 260
16.734148,-0.81348854,6,Gestion association,294,Email 261
15.622531,-2.072424,2,Événements archivistiques,295,Email 262
16.130785,-1.0817395,6,Gestion association,296,Email 263
15.985715,-1.2436827,6,Gestion association,297,Email 264
15.768912,-1.6830128,2,Événements archivistiques,298,Email 265
14.960127,-2.7066739,2,Événements archivistiques,299,Email 266
15.909482,-0.9031496,6,Gestion association,300,Email 267
15.571889,-2.115928,2,Événements archivistiques,301,Email 268
14.908821,-2.8394349,2,Événements archivistiques,302,Email 269
14.794831,-1.6296337,5,Discussions internes,303,Email 270
15.633804,-0.63681996,6,Gestion association,304,Email 271
15.616969,-0.6082014,6,Gestion association,305,Email 272
14.952767,-0.15823574,6,Gestion association,306,Email 273
15.0244465,-0.88050896,6,Gestion association,307,Email 274
15.26005,-0.45607167,6,Gestion association,308,Email 275
14.838334,-0.6223771,6,Gestion association,309,Email 276
14.412986,-1.1288459,5,Discussions internes,310,Email 277
14.3900795,-0.015210841,6,Gestion association,311,Email 278
13.998652,-1.9501271,5,Discussions internes,312,Email 279
13.981151,-1.8594316,5,Discussions internes,313,Email 280
13.022698,-1.3003714,3,Échanges informels,314,Email 281
14.656832,-0.36617136,6,Gestion association,315,Email 282
14.288429,-0.92289644,5,Discussions internes,316,Email 283
14.341768,0.102059245,6,Gestion association,317,Email 284
13.946098,-0.9306822,5,Discussions internes,318,Email 285
13.755129,-1.0078892,5,Discussions internes,319,Email 286
13.081173,-0.88977134,5,Discussions internes,320,Email 287
13.603981,-1.1325802,5,Discussions internes,321,Email 288
13.694509,0.99063826,5,Discussions internes,322,Email 289
13.730889,1.029057,6,Gestion association,323,Email 290
14.557519,1.3156463,6,Gestion association,324,Email 291
14.452999,1.3476949,6,Gestion association,325,Email 292
13.695633,1.2524035,7,Accès aux archives,326,Email 293
13.52132,1.5917734,5,Discussions internes,327,Email 294
-10.3442135,-15.485565,3,Échanges informels,328,Email 295
13.59748,1.838419,5,Discussions internes,329,Email 296
13.347738,1.990128,5,Discussions internes,330,Email 297
13.673107,1.9487883,5,Discussions internes,331,Email 298
12.869619,3.0040886,5,Discussions internes,332,Email 299
13.28733,1.9671696,5,Discussions internes,333,Email 300
13.661677,1.8756777,5,Discussions internes,334,Email 301
13.390453,2.00111,5,Discussions internes,335,Email 302
13.492455,1.9380387,5,Discussions internes,336,Email 303
13.477675,1.9570918,5,Discussions internes,337,Email 304
-6.134002,-6.443121,2,Événements archivistiques,350,Email 305
-6.4124227,-7.442737,4,Informations diverses,351,Email 306
-6.8359556,-6.6929917,2,Événements archivistiques,352,Email 307
-5.4507256,-6.358984,2,Événements archivistiques,353,Email 308
-7.012904,-6.7835364,2,Événements archivistiques,354,Email 309
-7.083054,-6.6671343,2,Événements archivistiques,355,Email 310
-6.988346,-6.9563904,2,Événements archivistiques,356,Email 311
-7.28335,-6.556269,2,Événements archivistiques,357,Email 312
-6.6828647,-7.394829,2,Événements archivistiques,358,Email 313
-7.4163337,-6.7293463,2,Événements archivistiques,359,Email 314
-5.21208,-8.041332,4,Informations diverses,360,Email 315
-7.5733523,-7.584561,4,Informations diverses,361,Email 316
-7.5944457,-6.291479,6,Gestion association,362,Email 317
-7.6247993,-6.51858,2,Événements archivistiques,363,Email 318
-7.926294,-6.694994,2,Événements archivistiques,364,Email 319
-5.2819595,-8.147946,3,Échanges informels,365,Email 320
-7.416814,-7.36076,2,Événements archivistiques,366,Email 321
3.0450869,13.816172,4,Informations diverses,367,Email 322
-7.9257693,-6.433927,2,Événements archivistiques,368,Email 323
-8.470696,-6.0439086,6,Gestion association,369,Email 324
-8.525505,-6.767367,5,Discussions internes,370,Email 325
-9.379921,-8.296805,5,Discussions internes,371,Email 326
-8.750585,-6.0595665,6,Gestion association,372,Email 327
-8.838435,-6.0110383,6,Gestion association,373,Email 328
-8.889827,-5.9544683,6,Gestion association,374,Email 329
-9.656752,-6.6504364,6,Gestion association,375,Email 330
-9.04392,-9.353662,4,Informations diverses,376,Email 331
-12.742489,-12.105678,3,Échanges informels,377,Email 332
-8.441519,-9.340876,3,Échanges informels,378,Email 333
-9.787834,-6.6987705,6,Gestion association,379,Email 334
-9.852748,-6.3666244,6,Gestion association,380,Email 335
-9.598853,-5.8690443,6,Gestion association,381,Email 336
-9.889638,-10.089676,4,Informations diverses,382,Email 337
-9.473495,-8.900756,5,Discussions internes,383,Email 338
-9.66968,-8.913894,4,Informations diverses,384,Email 339
-9.322402,-9.050781,3,Échanges informels,385,Email 340
-9.56312,-5.860106,6,Gestion association,386,Email 341
-10.328182,-6.5102334,6,Gestion association,387,Email 342
-9.866374,-5.5671325,6,Gestion association,388,Email 343
2.9701226,13.75872,4,Informations diverses,389,Email 344
-10.053512,-6.373243,6,Gestion association,390,Email 345
-9.62199,-5.8197894,6,Gestion association,391,Email 346
-10.012772,-8.7170515,5,Discussions internes,392,Email 347
-10.450616,-8.266016,5,Discussions internes,393,Email 348
-10.172469,-8.953305,4,Informations diverses,394,Email 349
-10.409904,-8.359312,5,Discussions internes,395,Email 350
-11.1278,-6.4244385,6,Gestion association,396,Email 351
-12.013175,-6.107307,7,Accès aux archives,397,Email 352
-10.695554,-8.777806,4,Informations diverses,398,Email 353
-10.770687,-5.870708,6,Gestion association,399,Email 354
-12.419,-5.8274293,7,Accès aux archives,400,Email 355
-12.265512,-6.133378,7,Accès aux archives,401,Email 356
-12.047225,-6.841641,5,Discussions internes,402,Email 357
-12.138396,-6.513195,5,Discussions internes,403,Email 358
-12.473081,-7.2135954,5,Discussions internes,404,Email 359
-12.358574,-6.389783,5,Discussions internes,405,Email 360
-12.312703,-6.553207,5,Discussions internes,406,Email 361
-12.507646,-6.009945,7,Accès aux archives,407,Email 362
-12.49368,-6.515862,5,Discussions internes,408,Email 363
-12.629345,-6.9673505,5,Discussions internes,409,Email 364
-12.63719,-6.5281963,5,Discussions internes,410,Email 365
-12.857697,-6.6287537,5,Discussions internes,411,Email 366
2.1096947,4.2436404,4,Informations diverses,420,Email 367
-17.711689,-2.8736377,4,Informations diverses,421,Email 368
-17.70304,-3.1473737,4,Informations diverses,422,Email 369
-17.854618,-3.8138864,2,Événements archivistiques,423,Email 370
-17.821281,-3.8467615,2,Événements archivistiques,424,Email 371
-17.993404,-3.884994,2,Événements archivistiques,425,Email 372
-17.633648,-3.6697354,2,Événements archivistiques,426,Email 373
-17.03917,-2.8541539,4,Informations diverses,427,Email 374
-17.524275,-3.5374253,2,Événements archivistiques,428,Email 375
-17.73754,-3.5276353,2,Événements archivistiques,429,Email 376
-16.775503,-3.2622194,4,Informations diverses,430,Email 377
-17.924284,-3.748471,2,Événements archivistiques,431,Email 378
-16.922388,-3.3280003,4,Informations diverses,432,Email 379
-16.810505,-3.2193422,4,Informations diverses,433,Email 380
2.2423177,4.9093595,4,Informations diverses,434,Email 381
2.2196338,4.922351,4,Informations diverses,435,Email 382
2.2808595,4.999269,4,Informations diverses,436,Email 383
-18.36668,-2.9675798,4,Informations diverses,437,Email 384
-13.345171,-15.1913595,3,Échanges informels,438,Email 385
-17.664759,-3.7644422,2,Événements archivistiques,439,Email 386
-17.4855,-3.8242047,2,Événements archivistiques,440,Email 387
-17.362406,-3.690344,2,Événements archivistiques,441,Email 388
-17.165356,-4.208343,4,Informations diverses,442,Email 389
-17.536407,-4.2804756,2,Événements archivistiques,443,Email 390
-18.0142,-5.0706434,2,Événements archivistiques,444,Email 391
-17.9254,-5.0995646,2,Événements archivistiques,445,Email 392
2.5267558,5.2935243,4,Informations diverses,446,Email 393
-18.122276,-5.376832,2,Événements archivistiques,447,Email 394
-17.901432,-5.2731924,2,Événements archivistiques,448,Email 395
-17.897514,-5.6583843,5,Discussions internes,449,Email 396
-18.029406,-5.3979154,2,Événements archivistiques,450,Email 397
-17.325352,-5.532713,4,Informations diverses,451,Email 398
-17.167234,-5.5952773,4,Informations diverses,452,Email 399
-18.69112,-6.253884,7,Accès aux archives,453,Email 400
-18.341562,-6.143051,6,Gestion association,454,Email 401
-17.543407,-6.268299,5,Discussions internes,455,Email 402
-17.60687,-6.5078106,5,Discussions internes,456,Email 403
-18.448282,-7.1279297,7,Accès aux archives,457,Email 404
-17.736446,-6.9503045,5,Discussions internes,458,Email 405
-18.367449,-7.120425,6,Gestion association,459,Email 406
-17.976286,-7.2546525,6,Gestion association,460,Email 407
-18.326536,-7.329037,6,Gestion association,461,Email 408
-16.607964,-7.3736176,5,Discussions internes,462,Email 409
-17.18672,-7.754038,5,Discussions internes,463,Email 410
-16.728731,-7.961167,5,Discussions internes,464,Email 411
-16.64879,-7.6060705,5,Discussions internes,465,Email 412
-17.145977,-8.160985,5,Discussions internes,466,Email 413
-15.435119,-8.065645,4,Informations diverses,467,Email 414
-16.943895,-7.868829,5,Discussions internes,468,Email 415
-16.7793,-8.073742,5,Discussions internes,469,Email 416
-16.731815,-8.010876,5,Discussions internes,470,Email 417
-15.699529,-8.036193,5,Discussions internes,471,Email 418
-16.546097,-8.10086,5,Discussions internes,472,Email 419
-16.171093,-8.187719,5,Discussions internes,473,Email 420
-16.107975,-8.209743,5,Discussions internes,474,Email 421
-15.57883,-8.182313,5,Discussions internes,475,Email 422
-16.266006,-8.025246,5,Discussions internes,476,Email 423
-16.673435,-8.261477,5,Discussions internes,477,Email 424
-16.558865,-8.472442,5,Discussions internes,478,Email 425
-16.316706,-8.70434,5,Discussions internes,479,Email 426
-16.585754,-8.571984,5,Discussions internes,480,Email 427
-4.1825957,-0.88584715,2,Événements archivistiques,490,Email 428
-4.230471,-0.8451388,2,Événements archivistiques,491,Email 429
-3.581657,-0.48881125,4,Informations diverses,492,Email 430
-4.4422345,-0.9069366,2,Événements archivistiques,493,Email 431
-4.3791695,-1.0612396,2,Événements archivistiques,494,Email 432
-3.087476,-0.3510689,4,Informations diverses,495,Email 433
-2.9753566,-0.19302082,4,Informations diverses,496,Email 434
-2.8458085,-0.0946955,4,Informations diverses,497,Email 435
-2.6046426,0.04787781,4,Informations diverses,498,Email 436
-4.5684214,-1.07128,2,Événements archivistiques,499,Email 437
-4.183613,-0.33831277,2,Événements archivistiques,500,Email 438
-4.675416,-0.95835423,2,Événements archivistiques,501,Email 439
-3.2529325,-0.9565239,3,Échanges informels,502,Email 440
-3.7864482,-0.553993,4,Informations diverses,503,Email 441
-3.3443122,-0.4209231,4,Informations diverses,504,Email 442
-5.147132,-1.0209152,2,Événements archivistiques,505,Email 443
-5.004614,-0.9985276,2,Événements archivistiques,506,Email 444
-5.156774,-1.5808616,2,Événements archivistiques,507,Email 445
-4.955824,-0.757498,2,Événements archivistiques,508,Email 446
-5.4935913,-1.1892389,2,Événements archivistiques,509,Email 447
-5.6125135,-0.16880962,2,Événements archivistiques,510,Email 448
-5.6088457,-0.27842566,2,Événements archivistiques,511,Email 449
-5.68002,-1.26846,2,Événements archivistiques,512,Email 450
-5.645816,-1.5952996,2,Événements archivistiques,513,Email 451
-5.1221714,-1.0818559,2,Événements archivistiques,514,Email 452
-5.925197,-1.4058529,2,Événements archivistiques,515,Email 453
-6.6930366,-0.79185474,6,Gestion association,516,Email 454
-6.54977,-0.87220216,6,Gestion association,517,Email 455
-5.9415956,-1.4226718,2,Événements archivistiques,518,Email 456
-6.353059,-1.4092152,2,Événements archivistiques,519,Email 457
-5.976885,-2.1644568,2,Événements archivistiques,520,Email 458
-8.999904,-0.5786004,6,Gestion association,521,Email 459
-7.0648,-2.1077697,5,Discussions internes,522,Email 460
-8.673359,-0.6504099,6,Gestion association,523,Email 461
-8.971696,-0.7412463,6,Gestion association,524,Email 462
-8.071498,-2.347207,5,Discussions internes,525,Email 463
-9.167703,-0.8269371,6,Gestion association,526,Email 464
-9.496443,-0.9858985,6,Gestion association,527,Email 465
-9.18252,-0.5883572,6,Gestion association,528,Email 466
-7.839321,-2.7694209,3,Échanges informels,529,Email 467
-8.247073,-2.8694353,3,Échanges informels,530,Email 468
-9.306535,-1.1937397,6,Gestion association,531,Email 469
-5.842804,-3.3774943,4,Informations diverses,532,Email 470
-8.417668,-2.5505135,5,Discussions internes,533,Email 471
-9.710562,-1.1349884,6,Gestion association,534,Email 472
-8.491309,-2.57826,5,Discussions internes,535,Email 473
-9.722632,-1.0478255,6,Gestion association,536,Email 474
-9.103566,-1.1339651,6,Gestion association,537,Email 475
-8.829692,-2.3156803,6,Gestion association,538,Email 476
-8.499595,-2.5123172,2,Événements archivistiques,539,Email 477
-10.083886,-1.2490151,6,Gestion association,540,Email 478
-9.6800995,-2.3168173,6,Gestion association,541,Email 479
-9.833159,-1.5278665,6,Gestion association,542,Email 480
-10.15519,-1.8469839,6,Gestion association,543,Email 481
-10.135474,-2.0082595,6,Gestion association,544,Email 482
-9.966931,-2.3343563,5,Discussions internes,545,Email 483
-9.427677,-3.3369918,5,Discussions internes,546,Email 484
-10.413937,-1.7377144,6,Gestion association,547,Email 485
-10.384364,-2.1191885,6,Gestion association,548,Email 486
-10.475883,-2.0404215,6,Gestion association,549,Email 487
-9.533245,-3.2473083,5,Discussions internes,550,Email 488
-10.343956,-2.0506263,6,Gestion association,551,Email 489
-10.879218,-1.8820142,6,Gestion association,552,Email 490
-10.485276,-15.450465,3,Échanges informels,553,Email 491
-11.088266,-2.132263,5,Discussions internes,554,Email 492
-11.0752,-2.0183077,6,Gestion association,555,Email 493
-11.141598,-3.9410608,5,Discussions internes,556,Email 494
-1.8516762,34.288948,7,Accès aux archives,560,Email 495
-1.7420027,34.348667,4,Informations diverses,561,Email 496
-2.040806,34.191463,7,Accès aux archives,562,Email 497
-2.29293,34.499706,7,Accès aux archives,563,Email 498
